text,label_raw,stars,char_length,word_length
"Beer was great, atmosphere was great, food was great.",3,4,53,9
"Absolutely love this place! The owners are super nice and always greet you when you walk in. They always offer water and make sure your comfortable. The pedicure chairs are very comfortable and relaxing. I've been coming here since they opened and I absolutely love it. I always get the same thing, but they always do an amazing job.",4,5,333,59
"This is my new favorite pizza restaurant. I must say the pizza is better than Metro. The pizza is very d-e-l-i-c-i-o-u-s. It doesn't have that fake cheese taste. As I am writing this review, my boyfriend is considering picking up pizza from here. We eat here at least once or twice a week. My favorite the cheese pizza, great price. Highly recommend trying this place out. Spread the word about this restaurant.! You definately will not be disappointed.",4,5,453,78
"Well... I would maybe have been inclined to give Chez Claudette a higher rating if it hadn't been for the following....\n\nordered a poutine classique to go, and then because it was pouring rain decided to eat it inside by the front door.  Even though the place wasn't busy, our french quebec waitress told us that \""next time we order it to go, we have to eat it outside\"".\n\nthe sauce also kind of tasted like thick canned poutine sauce.  \n\nit was still a delicious poutine and we ate the whole thing.\n\nOur small poutine was around $7.  the same price as any other poutine spot.",1,2,585,103
"The food and drinks were great, but the bathroom situation is horrible -- at least in the women's bathroom.  The \""stalls\"" are only about waist-high and thus, are pointless -- as soon as you step in the main door, you can see everything that is happening in any of the \""stalls.\""  When the door is open, guys going into the men's room can probably see everything, too.  Obviously, none of the women in the restaurant were very excited about this, so there was a long line for the single-use accessible bathroom.  I would only go if I had a friend to come in with me and guard the door.  This is the WORST idea ever -- its one thing to go to the bathroom in the open when you're camping and eating spam, but its another thing altogether when you're paying for $12 cocktails.  NOT OK.",2,3,784,146
this is a great place for those who enjoy looking at art and an alright place for a student like me to learn about art as a requirement for class. \n\nThis gallery was by far... the most attention grabbing because of its electric show... although I didn't understand the concept of it all... I really enjoyed my time there... I got some great photos from the trip... so it was a worth that much :),3,4,397,75
"For those of you not familiar with the area, this plaza is usually dead quiet and has very little traffic. The busiest sections of the plaza are Walmart on one corner and the Rubio's/Saba's/Starbucks strip on the very opposite corner. Ritz is located just across from this fairly busy strip so it seems like it's worth a try. I had a craving for sushi so the hubby and I decided to give this place a try since it just recently opened. \n\nI wanted to love this place, I really did. We arrived yesterday evening (Sunday) at about 5:30pm and the place was eerily empty. There was one other couple sitting in a booth when we arrived and servers standing around talking to one another b/c well, they didn't really have much to do. What makes it worse is that the layout of the place makes it feel even MORE empty since everything seems to be spaced out in a weird way. Maybe when all the tables are full this is a trait that one can appreciate but when empty it just looks a little sad. \n\nI ordered a spicy tuna roll, a salmon nigiri and a masago. I don't think the sushi was bad, per se, but I've definitely had better. The construction of the sushi just didn't look authentic and the texture of the spicy tuna was just not what I'm used to. The one good thing I can point out is that their sushi rice is sweet and sticky just like it's supposed to be. My husband also ordered a philly roll and wasn't really impressed. The salmon got lost amongst the larger servings of cream cheese which, hey, if you're a cream cheese fiend then it may be right up your alley.\n\nAside from the sushi, my husband got an order of pad thai and we were both really disappointed. It doesn't taste bad at all but it seriously lacked flavor and was a bit on the dry side. Again, as was the case with the sushi, it just seemed to lack something in authenticity and flavor that we immediately took notice of.\n\nThe service was not bad although it was a bit slow considering there wasn't much for the servers to do at that time. There are a lot of other menu options that perhaps are more impressive. Unfortunately, we probably won't be going back to test that theory out. In our opinion the food was barely decent and the prices are just OK. This place has lived up to our experience with most Asian fusion restaurants trying to serve Chinese, Thai, Japanese, Vietnamese and every other Asian cuisine under the sun all under one roof....it just doesn't work. With so many unique flavors and styles it's likely that you're not going to specialize in any of them and more likely that all of them will be under par. \n\nBut I'm not a mean person so I do want to point out that this place is brand new and may just be ironing out the wrinkles so to speak. I'd be open to coming back if we hear that reviews are becoming more positive than not or if neighbors/friends have different experiences. SO, if you happen to give this place a try...let me know what you think.",1,2,2941,549
"I'm a huge smashburger fan, but this location lacks customer service. I'm a picky eater (sorry not sorry) so I have a few items I don't want on my burger. The lady was in such a rush she screwed up both mine and my husband's order. Their set up is awkward as far as how you get back to the counter to handle any issues with your burger. It's almost as if you are blocked from doing so. Anyway, when my burger is made right I LOVE how smashburger does it. I just think this particular location could use some help. I highly recommend the smash fries - YUM!",1,2,555,109
"They really struggled trying to understand how to make French style eggs done well.  If you ask for eggs crispy on the outside with the inside lightly cooked, they give you eggs over hard, I needed them over well.  They occasionally get it right.  Having eaten here enough times to tell you, I had to explain it every time to a new person and got a different result each time.  So make sure you need eggs fairly basic styles here, then they can't mess it up.  Nothing fancy here.",2,3,479,89
Mediocre steakhouse - nothing was knock my sock off delicious. Everything was kind of average. \n\nSommelier was spot on\n\nSo many better options to choose from based on pure food in LV. \n\nA reminder to self - to not to go back.,2,3,231,41
I've been wanting to visit this place for some time. Always pass by it and finally did today and it was sooo worth it. I know these Mexican food places are hit & miss in the north valley. There salsa bar was great. The hot salsa is very flavorful impressive. I knew this place would if been pretty good when I saw a grandma in the back cooking. I had two tacos rice a beans. There tacos were shredded beef tacos and the beef was pretty good and the rice was true Mexican rice. The beans were a little salty but still pretty good stuff the cashier guy was supper friendly and the restaurant was very clean and authentic for being in a strip mall. Go check it out! I'm picky about my Mexican food and this place was pretty good. I like to see them around long term so go visit!,3,4,775,152
"I always enjoy a healthy and quick lunch, and honestly the food is pretty good here.  Unfortunately, the service - by the owner and the employees - is horrible and I won't be going back.  \n\nI went to Extreme Pita today with 2 other coworkers at 11:15 a.m.  We were the ONLY one's in the store, so we beat the lunch rush.  However, it still took them at least 10 minutes to make our sandwiches.  I got the veggie pita with a water and chips and it was $10.\n\nWhat really upset me was that I asked for hot sauce on the side.  The owner filled it up not even half way.  I didn't get any sauce whatsoever on my pita, this was all I asked for.  I used the half of a container she gave me, and went up to get more.  She said she would have to charge me $0.59 for additional hot sauce.  \n\nI do think it's outrageous that I couldn't get enough hot sauce for my pita without being charged.  At most establishments, hot sauce is on the table, given at no charge.  \n\nWAY too stingy with the sauce.  You lost our entire party's business over an ounce of hot sauce.",0,1,1059,204
"I have been back here a few more times. When Mimi is not available, I have seen a few other techs. All of them are very friendly, and I leave happy every time! Love this spot! Thanks guys :)",4,5,190,39
"Well, this place is puzzling and I'm not going to save the bad news for last.  They seem to pride themselves on allowing and maybe even promoting smoking.  It's puzzling because the beer selection is extensive.  The menu is above average, as is the food.  Lots of pizzas, sandwiches, appetizers.\n   BUT, who wants to go home smelling like a filthy ashtray?  It would be great if they joined the rest us in the twenty-first century.",2,3,432,75
"I think their patio is great, excellent people watching. It's always full of scottsdale cougars, makes me feel like I am on one of those Real Housewives shows. The happy hour is a great deal. 1/2 off drinks, 1/2 off appetizers. The martinis are very tasty and always come with the shaker so you get a full drink and not a short pour. I wish City North wasn't so abandoned because it looked like it could have been a nice street. I will go back many more times. P.S. Don't forget to check in through yelp on your first visit for a free drink (which could be about 15$ worth if you order it right).",3,4,596,115
"Keep in mind this isn't AC or Vegas.  That said, rivers is pretty nice for what it is.  There are some drawbacks sure, but it does well.  It's laid out nice, has a good selection of table games and slots.  The card room is always has games and the tournament structure is pretty good.  They have lots of free giveaways and plenty of promotions to keep you coming back.  The food is good, the better being Andrews steakhouse and the buffet.   Protip - the champagne brunch is really good. \n\nThe cons?  To start, drinks on the playing floor should be free.  There's no hotel.  There's nothing really live or upbeat.  Friday and Saturday nights should have live bands, dancing, and be really uplifting.  It just doesn't happen here.  It's pretty much all about the gambling.",3,4,773,135
I sent my two employees to class in Las Vegas. I booked one room with two beds for two nights. I called and emphasis it must be two beds because it is for two girls. Later I got two confirmation email which are produced at same time. I thought their system accidentally sent same content twice so I left them alone. When my employees showed up they were told they have two rooms booked and my employees told them we only booked one room and they stayed in one room. One month later I found out Trump charged my credit card for two room for two nights. I called them to argue about it. I was told that even if that was a mistake but I did not catch it and cancel it in time. So they will still charge for two rooms since they were booked.  My point is they do not want to do anything about it and let customer to pay for their mistakes.,0,1,835,167
I love korean BBQ and I love Sura's style concept.  The restaurant is buffet style. You pick the meats and dishes that you wish to have and bring it back to your table to grill. A server will bring you drinks and clean your grill ever so often. \n\nThe food isn't bad but it isn't great. You might find some pieces of meet that are still frozen if you pick from the middle of the tray. \n\nI went to the restroom while eating here and witnessed an employee leaving the stalls without washing their hands only to later see her behind the buffet line serving meat.  True story. \n\nI was so disgusted I wanted to return back to the stall and puke. \n\nSince Sura's AYCE menu is around the same price of the others in town...I'd go elsewhere especially after using their restrooms.,1,2,778,143
Great shop.  I can't 89 agile why anybody would complain about speed of service.  Slow is better when doing mods.  This ain't jiffy lube.,4,5,137,24
"I'm giving it 3 stars because I have hope. Since \""The Daily Grind\"" closed I have been looking for a replacement for my occasional coffee/chai stop. I'm not one to resort to one of the BIG name shops. I prefer supporting the more local ventures. So I stopped in on my walk in to work the other morning. It was empty but I was eagerly greeted as I made my way to the counter. I ordered the large Americano, and waited. As I waited I enjoyed the simplicity of the shop. I didn't see any sweets or treats to go with my java, and then I look down to notice that the espresso machine had a part being held up by a plastic cup that had crushed under the weight of this part and water was dripping on the counter. And I continued to wait. No one was before me and no one right after... \nI finally got my coffee and went on my way. Served very hot, as far as the flavor, ehh the jury is still out. \nSeveral of my coworkers have also tried to give these guys a chance but they have commented on how long it takes to just get a regular cup o'joe. A few of my coworkers have also complained about the sizes offered (the small is pretty small and the large is only medium at the other places). They then are willing to wait in the long line at one of the BIG names. \nAgain I have hope! I will give them at least 3 if not 4 tries...and we shall see...I would like to see them succeed.",2,3,1375,275
"went for a group dinner, meatballs were amazing, the other food was kinda egh, also a bit pricey, decor was nice. Probably go there again if it was for a date.",2,3,159,31
"What a great company!\n\nThe office staff was friendly and helpful. I believe the girls name was Nicole that I spoke to. She was polite and got me on the schedule right away. Even when I had to reschedule at the last minute, Thom (the owner) was accomodating to my needs. I don't remember the technician's name that came to my home, but he explained everything to me as he was performing the work. He answered all my questions. I was also pleased with the pricing...they didn't have a trip charge like the other electricians I checked out. TAP and Sons is an all-around fantastic company that I will be using exclusively from here on out for all my electrical needs!!",4,5,667,120
"For me, it's all about the soup, but they do have salads and sandwiches as well. I usually have the combo with a salad and a bowl of soup. They have a variety of stock salads or you can choose your own ingredients. I like the Chicken Chop Salad(chicken, sliced egg, bacon, and black olives) and always, but always, the Lobster Bisque. I could probably just order a couple bowls of this bisque and be happy! It's delicious! Their salads are good, but they'd be better if they didn't skimp on the toppings.Their sandwiches are served on a nice pannini bread with enough filling to satisfy. With the soups and salads, you also get a slice of fresh baguette....and always a chocolate-covered strawberry to finish. They have some amazing desserts, but the Creme Brulee is to die for!",3,4,778,138
"Day two of the restaurant being open so all the staff were on their toes.  Tried the Buddy's Salumi & Cheese Board (olives, pickled vegetables, grilled Italian bread, genoa salami, spicy capicola, proscuitto di parma, grana padano, tuscan pecorino, and gorgonzola).  The capicola and proscuitto were the best I've ever had and the gorgonzola was epic - bleu cheese flavor with the texture of brie.  Cheeseburger at an Italian restaurant?  You bet because the Pat Lafrieda Burger (brioche bun, tomato aioli, provolone cheese, tuscan fries) was really tasty.  The tiramisu was the best I've had anywhere.\n\nAsk for a table bordering the outside perimeter windows for great views of The Strip.  Bring your camera to take pictures of the incredible entree cakes Buddy and his team made.",3,4,783,126
"If we could get my g-parents network switched over, I'd NEVER have them return to this St Lukes.  Quality of care seriously depends on who's on shift and what floor you're on.  Cath-Lab and ICU staff has always been fantastic, but staff on the 7th floor is a hit or a miss.  Likewise with staff in the ER. \n\nSeriously makes me wonder WHY some people get into the medical field, when they clearly are not cut out for working in that type of environment.",1,2,454,84
"No the happiest w/ the fact that they charged me $427 for a fuel pump and after the fact I looked it up on Auto Zone and they had the same one in stock for $220! I guess since it was oem I can't complain to much.  But the employees were nice and helpful. They were definitely one worked and under manned. There were two mechanics, like 7 bays and most with cars waiting to be services. I watched and saw, they were hopping between all the vehicles doing a little work on each. Not sure how effective this approach is but what else can they do with such limited workforce? I ended up spending all afternoon there and having to ultimately leave my truck for them to finish it up while they were closed. Their employees are definitely hard workers and did a great job with my truck. Thankfully I have a significant other to pick me up and drop me off in the morning otherwise, not sure what I would've done. Was there from about 1:30 until 7p before finding out it was going to have to stay over night.",2,3,999,192
"Great selections of beer from the local micro brewery.  I only wish I had more time to eat. The menu offers a good selection of better than average airport food. Decent prices without gouging the travellers. Much appreciate the fast service, knowledgable staff, and beer descriptions.",3,4,284,46
"I really wish this review could be great because my wife and I love other mellow mushrooms were we have dined and very happy to have one now uptown. However, the Uptown location doesn't quite seem to be ready for prime time business.  Lack of staff but plenty of seating.  Be prepared to wait.  I can say the food was good after waiting 2 hours to get our food.",1,2,361,69
"If I could leave 0 stars I would like that option . I love the hotel I go to Vegas quite often and encore is always my top pick for a stay. Unfortunately, I had my first bad experience due to the security . My friend and I used the bathroom then we were going to proceed to xs. But a head security manager made a call to stop my\nFriend and I for no reason whatsoever. There were 2 of them one I believe  was Robert and Jeff. They approached us asking for our IDS for no reason and didn't ask us why we there . We showed no signs of any illegal activity nor did we look the part . Jeff held our IDS and continued to bend them and they were  spelling our names to their manager . This took about a good\n10-15 mins . People began to notice and started calling us names due to the public humiliation . We spoke to lee who was the manager at the time and he basically showed no  remorse and said 2 comments \"" we wanna weed them out \"" and \"" do you want me to sugar coat it for you guys \"" . If this is the type of people you hire it can lead to a serious problem .  Due to what occurred outside the club we still proceeded to go to xs yet to find to our surprise men were harassing us inside the club thinking we were escorts . It was the worst feeling a woman can ever have and this needs to be resolved . I will take this further .",0,1,1332,277
"This review is long overdue! I thought I had already written it, but apparently in the craziness of finals I forgot. Anyways, onto my review...\n\nAfter driving back from California a couple months ago, my check engine light came on and my car was shaking like crazy. Upon referral from a friend, and after reading all the Yelp reviews, I decided to bring my car (Honda CRV) into Valley Automotive. Boy was I glad I did! I got an initial estimate from KC and his staff, but after doing some work it ended up that there was more wrong with my car than was initially thought. However, rather than me having to pay for the additional fixes, KC offered to foot the bill! I was shocked, but forever grateful! The thing that sets Valley Automotive apart from most other auto shops is they care about their customers and want to do right by them. As a graduate student with little money, I appreciate the honest business and work that KC and his staff do at Valley Automotive. I happily referred a friend to them so she could get a second opinion after taking her car to another shop. Valley Automotive saved her money and she was equally as impressed with the service she received!\n\nApparently my car doesn't like the Vegas heat (who does like 115 degree weather?!) and I noticed that it is leaking coolant. I will gladly be taking my car back to Valley Automotive and doing business with KC and his team again!",4,5,1407,254
"I had the good fortune to have my birthday dinner here tonight and it was really one of the best meals I have ever had....really.\n\nI opted for the dover sole that was deboned table side...(gasp). I mean who goes to a steakhouse to have fish,right?  It was cooked to perfection. \n\nDefinitely the place for a special night out...the view is gorgeous.",4,5,352,61
"Not that great. I would say out of the three dishes we ordered, we only enjoyed the biscuits that came before our meal. We got the meatloaf (dry and bland, almost like eating a cheap burger patty); \""fried chicken\"" (more like salty country fried steak); and the salmon with salad (meager portions for the price). The biscuits were nice and fluffy but OH MY GOODNESS why is their other food so terrible? Not only is it poorly made and prepared but it took us an hour to get our food! This wasn't even during their busy hours. Severely disappointed in the food though and will not be coming back a second time. \n\nIt seems like there's a lot of hype surrounding this place and maybe because it's a cool casual ambiance on top of a building, but I say don't bother. Expensive for the quality of food and nothing very outstanding in their menu.",1,2,842,154
"This is the best Arby's around! The wait is a little long sometimes, but the always get your order right and your food is always fresh. They often send coupons out in the mail and in the Centennial View, also they usually have other rotating deals in house. Nothing really to complain about there, they make sure the food on your tray if in your bag really is Good Mood Food! ;-)",3,4,379,72
"I love this place, great food and atmosphere, but on my last visit wasn't impress with new addition to menu",3,4,107,20
"In Short: Average Sushi, not much imagination, but the happy hour is awesome.\n\nI probably wouldn't go here on a regular basis if the happy hour isn't so good.  The location is pretty nice as well, conveniently located around the heart of tempe, and pretty close to ASU as well.  The interior is decorated \""asian\"" style but it has some quirkiness to it as well.  There are two main areas to dine, one is by bar and the other is the main dining hall.  The staff is pretty nice too, mostly college kids.  \n\nIt's your average sushi place, you got various types of maki, then a decent collection of nagiri, but not a lot of variation in sashimi.  I find most of the maki to have too much rice, and it's packed pretty hard, making it a bit too glutenous.  There are o specialty \""wow\"" items on the menu, just the basics.  What makes this place decent is the happy hour.  Not every item is in it but it's pretty comprehensive.  Most of the items are a few dollars off and some of them even half price.  Five dollar saki bommers are the real star here.  I'd recommend this place for happy hour but as for the sushi it is sub-par.",2,3,1128,210
"This store always looks like a bomb went off. Every time I visit this location it is unorganized, messy, and it smells weird. The messiness makes it very difficult to find things, which can be really frustrating.",1,2,212,37
"Oh...my...lanta! I can't believe I haven't visited this little gem sooner! It's nestled atop a Pei Wei and Starbucks so I wasn't sure what to expect.  But from the moment I walked up the dimly light stairway and into the bar, I knew it was going to be a great night.  So first off, they open at 4 and happy hour is until 7pm.  (20% off everything on Sundays!!). They have a huge selection of different booze and brews and their specialty cocktails are definitely something that sets them apart from other bars.  I loves me some Moscow Mule, so when I saw that they had one on the menu (in a real copper mug!!) I ordered one immediately.  It was so tastilicious that I had to order a second.  For my next drink, I tried the Retro Cooler, which in my opinion, is as cool as it gets...think Matthew McConaughey in Dazed and Confused.  It's a mix of St. Germaine (Elderflower liquer) with Champagne and a lemon twist.  It went down the ole' hatch super easy, though, so be careful!  The second time I enjoyed this bar I ordered the White Rabbit (no...it's not vegan and they don't have a milk substitute...I cheated!)  It has Godiva White Chocolate liquer, horchata, stoli vanilla and some other yumness.  This one tasted like candy and I drank it in about five seconds.  Anyway, besides the drinks, they also have a few light snacks like hummus, artichoke dip, etc.  The vibe in this place is super chill and I really dig the way the bar is set up; the backdrop has big circle cutouts with yellow lights behind. There are comfy couches and high top tables and of course seats at the bar.  I almost felt like I was going to see Shane and Alice from the L Word walk in.  On our last visit, it was pretty busy as it was a holiday weekend and there was a dj.  The people of SideBar definitely know what they're doing and I will certainly be back!",4,5,1839,342
Thanks to yelp and the reviews I had a very nice haircut and a friendly conversation. Traveling through an unfamiliar area and trying to find a good barber would've been a bear. All the other reviews were absolutely accurate so I won't repeat. But the top was I got the haircut and hot towel at the senior rate of $14. I am so happy that I signed up with yelp just to write this review.,4,5,386,75
"Visited Scottsdale this weekend and was directed, by a local, to try Zips as a good sportsbar that would be close to our hotel.\n\nNursing a killer hangover from the night before, I ordered  a Coke to begin with.   The Coke tasted like they have moldy lines or something.   A couple other guys I was with ordered Mr. Pibb and each of their drinks had the same \""musty\"" taste as well.\n\nI had the jalepeno burger and fries and they were both pretty good.  Nothing out of this world, but decent.\n\nThe service was terrible.  Actual exchange between my friend and the waitress:\n\nfriend: I'll have the Caesar salad.\nwaitress: chicken caesar salad?\nfriend: No, just a regular caesar salad.\nwaitress: what kind of dressing do you want with that?\nfriend: I'll have the ranch (ok he didn't actually say this part, but i wish he would have)\n\nit's a freakin' CAESAR SALAD! Without the caesar dressing it's just a salad.  \n\nFood was OK. Service was...curious.  Beverages were bad.",1,2,982,160
"Wood paneling, a great (though expensive wine list), and a Goodfellas feel to this hidden gem that has been in business for 35 years.\n\nAn above average selection of pasta standards including squid ink fettuccine, and pesto made with basil so fresh it took on a different flavor.  The beer selection is poor, however the above average wine list made up for it.\n\nMany varieties of scalopini, soups and fresh seafood, makes this more than just a pasta joint.\n\nService is friendly and professional.  I will be back.",3,4,517,85
"Five stars for the low-slung bar for and manned by midg--ahem, I mean, little people.  But that in itself is not the entirety of the place.  If there's any place in Scottsdale that screams Klassy, this would be it. \n\nGiligin's tugs at the senses like a trashy but fun cousin would, whether it's the sticky floors, the tacky wheel of misfortune, the swing hanging randomly in the bar, the refrigerated cases behind the bar like you're at a liquor store or the nightly promotion gimmicks - goldfish races, anyone?  They have a menu, but I will admit I'm scared to try the food here.\n\nWe came here a couple of weeks ago in the hoopla that was FBR Super Bowl weekend and after ditching all places on Scottsdale Road, we ended up here.  We had a blast before and after the $1 jello shots, and I even got some rad photos with the Captain Morgan's guy.  Later, I found myself walking around with a giant Coors Light, while being soundly defeated by a visiting Wisconsinite girl in a rousing game of beanbag toss. Midwestern bar games were never my thing.",2,3,1051,189
"they charge a 10% restocking fee. The employees will not tell you about it till you bring the item back, even if you ask about the return process.",0,1,146,28
"Last time I stayed here was three years ago - stayed for three nights. This time was for one overnight only.\n\nThe AC in my room was not working well. It was enough to cool off the room - but it still felt a tad on the humid side. Again, another really old hotel with an inefficient, antiquated central AC system. Given the nature of this building, I doubt they could ever retrofit the building with the necessary HVAC infrastructure to improve it. I could be wrong.\n\nOne plus over the last time I stayed here is that the old analog style, CRT-based TVs are now gone - at the least in the room I stayed in had a newer flat panel HD TV set.\n\nAs before in my previous review:\n\n- If you are staying here - please note the hotel does not have a convenience store - they have a very limited number of items for sale down by the front desk. If you are in need of toiletries, beverages, snacks and other items - there is a 7-Eleven down the street - and a CVS and a Rite Aid an additional block or so further - BUT - be forewarned - none of these three options stays open very late.  We attempted to visit both the above 7-11 and CVS - but it was after 10:00 pm and three years later they ar still keeping the same limited hours.\n\nAnd you can't get any food at the Braddock Bar in the Hotel lobby after 10:00 pm or so. Very annoying.",2,3,1335,258
"I arrived for a simple pedi/mani, everyone was friendly but the end result was horrible. I picked 2 different colors one for my toes and one for my fingernails. When I got home, every single one of my fingernails were lumpy, what seemed like air bubbles, and my toe nails didn't have an even coat of nail polish. \nThe next day I went back and the nail artist decided to give me multiple reasons why the nail polish was lumpy, instead of just apologizing. I ended up asking for a simple French tip with clear coat.\nAnd to sum up my experience, once the French mani was complete, the reasoning for the lumpiness was their clear top coat.\nNever coming back here !",0,1,663,121
"I really wish I would have liked this place more, especially because I was super excited to finally try it. Actually, when I first walked in, I kind of fell in love. The atmosphere is relaxed and our server was super friendly, gave us time and answered any questions we had. \n\nWe ordered the Chicago and the Las Vegas hot dog with the natural Italian fries on the side. The fries came out first and unfortunately they were just ok. Too much parmesan cheese, too salty and too fatty and they got soggy very quick. The hot dogs were ok, almost too much of everything in my opinion. \n\nThen, as soon as we walked out of this place, I ended up having an upset stomach that lasted all day. But this also could be due to me eating generally organic and healthy and perhaps my body doesn't like fatty food anymore. My husband was ok and he ate the same as I did, so I don't think the meat was bad. Regardless, I didn't like it enough to go back any time soon, but if I did, I think I would stay away from all the loaded hot dogs and try a simple one or get a sandwich.",2,3,1064,208
"Ate here last nite. Ordered Masaman curry with only vegetables, my friend ordered silver noodles with shrimp. My curry was not that good to heavy, and thick. vegetables were lacking not too many. And the few vegetables that were in the curry were diced up very thinly and overcooked. very disappointing. I ordered brown rice which costs $2. And the small bowl was not even full. less than half full. my friend said his silver noodles were just ok. vegetables were overcooked. and their were not much noodles. The manager or owner or both came over and sat at our table to ask us how we liked our food. I metioned about the vegetables and my friend metioned about the overcooked veggies. and She was very gracious and asked us to come back and to make a special  request as to how we want the food. That was refreshing and made us feel validated. \n\nBefore we went to eat their we called to find out if they used MSG and the person on the phone said that \""no they did not use MSG\"" so with that we decieded to go there to eat. \n\nI found out they do use MSG. As I woke up last nite with a splitting headache the type of headache I only get if I consume MSG. \n\nIt sad because I wanted to give this place another try. however I don't think I will return they use MSG and that is poison and it makes me sick.",1,2,1309,251
"I've been wanting to see what all the hype about this place is for quite some time, but I am firmly against waiting for multiple hours to eat at a restaurant.  Now that this location exists and I don't have to venture to downtown PHX to eat there, we decided a visit was in order.  I was skeptical about PB's amazingness before eating here, so my expectations really weren't that high.  \n\nWe ordered the Wiseguy pizza and added mushrooms. The real star of the pie was the mushroom and also the fennel sausage.  It comes in slices instead of chunks on the pizza.  The wiseguy is a \""white pizza\"" which normally doesn't thrill me, but I actually didn't miss the tomato sauce.  Would I go out of my  \nfor PB pizza?  Nope.  It was good, but nothing so special that I would absolutely have to have it again.  \n\nThe service at this location was good.  Our iced tea was constantly being filled and the server left us alone when we were deep in conversation. \n\nThe main reason that I just can't give PB another star is the sheer lack of variety on the menu.  We went to lunch, where there were 3 options for salads and two of the options really weren't salads at all.  There are only a few pasta options and a few pizza options.  My hubby wasn't all that thrilled with what he had to choose from.  Yelp doesn't believe in half stars, but if they did, I'd give PB 3.5 stars.  (sorry, I don't usually round up).",2,3,1409,261
"This is a good place for lunch. I took the family here for dinner once and it seems like the dinner portions are twice the cost for the same amount of food you get in the lunch plate.\n\nThe food is cooked fresh instead of sitting on a steam table for hours, and they will customize (light sauce, extra garlic, no green peppers, etc) without adding $1 for every change you make.",3,4,378,71
"I've always wanted to see the Lion King on stage since I've always heard good things about it from friends. I loved the movie and I suspect there wouldn't be anything I'd dislike about this show.\n\nThe opening was simply marvelous with all the colors, costumes, choreography tied together with the music. It brought me back to when I was 8 years old again. I loved it! But as the show went on, I began to realize that it was too much like the movie. It left no excitement for me since I already knew what was going to happen. Aside from some small minor changes, it was like watching the movie again.\n\nThe theater was cramped and the snacks were ridiculously expensive. Was it me or did the small bag of $4 \""gourmet popcorn\"" taste dry as if it's been bagged 5 days ago?\n\nAlthough I would've liked to see a little more difference between the movie and the broadway, I thought the show was a good show. The Lion King is a great story and told wonderfully whether through a movie or a broadway show. All in all, I am glad that I was able to catch it before it's cancellation and I think that anyone who's a fan of the Lion King should, it's worth it.",3,4,1154,216
